variant,clf,baseline,n_common,auroc_challenger,auroc_baseline,diff,ci_low,ci_high,p_two_sided,sig
u_TEXT_ONLY,lr,dc,6344,0.8128014895334048,0.7854773855985779,0.0273241039348268,0.0213277237882665,0.0333204840813872,4.218006722527976e-19,***
u_ALL-route_a,lr,dc,6344,0.8113237369532098,0.7854773855985779,0.0258463513546318,0.0193261426117259,0.0323665600975378,7.887710681081349e-15,***
u_ALL-gnn,lr,dc,6344,0.7906076666999808,0.7854773855985779,0.0051302811014029,-0.0034498755266118,0.0137104377294176,0.2412334334614139,ns
u_HYBRID_ALL,lr,dc,6344,0.7902682717593459,0.7854773855985779,0.0047908861607679,-0.0038090722478339,0.0133908445693698,0.2748939392689422,ns
u_ALL-shapelet,lr,dc,6344,0.7887838458307284,0.7854773855985779,0.0033064602321504,-0.0052125468185024,0.0118254672828032,0.446826856042084,ns
u_HYBRID_CORE,lr,dc,6344,0.7803543558521534,0.7854773855985779,-0.0051230297464245,-0.0134085800295867,0.0031625205367377,0.2255647363834433,ns
u_ALL-probe,lr,dc,6344,0.7801770654775285,0.7854773855985779,-0.0053003201210494,-0.0134457491445817,0.0028451089024829,0.2021782802259406,ns
u_ALL-text,lr,dc,6344,0.7541111767236128,0.7854773855985779,-0.0313662088749651,-0.043075877980235,-0.0196565397696951,1.520373871829762e-07,***
ROUTE_AB+deberta,lr,dc,6344,0.7476893662452367,0.7854773855985779,-0.0377880193533411,-0.0481956115115035,-0.0273804271951788,1.108930668489733e-12,***
ROUTE_AB+deberta+step,lr,dc,6344,0.7467520497951597,0.7854773855985779,-0.0387253358034181,-0.0491787294625165,-0.0282719421443198,3.847360505076248e-13,***
rAfull+gnn_h,lr,dc,6344,0.7055832700941614,0.7854773855985779,-0.0798941155044165,-0.0924143200011815,-0.0673739110076514,6.839927478100123e-36,***
rAB,lr,dc,6344,0.6562282360826793,0.7854773855985779,-0.1292491495158986,-0.1443225980147492,-0.1141757010170479,2.2073353628112245e-63,***
u_STRUCTURAL,lr,dc,6344,0.6562282360826793,0.7854773855985779,-0.1292491495158986,-0.1443225980147492,-0.1141757010170479,2.2073353628112245e-63,***
rAfull,lr,dc,6344,0.6505357647862222,0.7854773855985779,-0.1349416208123557,-0.1498995517228793,-0.1199836899018321,5.808411887015713e-70,***
u_ALL-route_a,rf,dc,6344,0.8087532892514006,0.7854773855985779,0.0232759036528226,0.0169219999381786,0.0296298073674666,6.979941024787766e-13,***
u_HYBRID_ALL,rf,dc,6344,0.8038412844440674,0.7854773855985779,0.0183638988454895,0.0116086008535063,0.0251191968374726,9.927159458809847e-08,***
u_ALL-gnn,rf,dc,6344,0.8022232864548997,0.7854773855985779,0.0167459008563217,0.0098694366656178,0.0236223650470256,1.8150192416069944e-06,***
u_ALL-shapelet,rf,dc,6344,0.800383228856021,0.7854773855985779,0.014905843257443,0.0082800867796177,0.0215315997352683,1.0370760122249897e-05,***
u_TEXT_ONLY,rf,dc,6344,0.7945712152945159,0.7854773855985779,0.0090938296959379,0.0019932834287274,0.0161943759631484,0.0120673029890824,*
u_ALL-probe,rf,dc,6344,0.7923755785714264,0.7854773855985779,0.0068981929728484,0.0001476985796584,0.0136486873660383,0.0451936760869042,*
u_HYBRID_CORE,rf,dc,6344,0.7874252676932273,0.7854773855985779,0.0019478820946493,-0.0060177530559454,0.0099135172452442,0.6317386324268365,ns
u_ALL-text,rf,dc,6344,0.7605366128794783,0.7854773855985779,-0.0249407727190996,-0.0358864176574253,-0.013995127780774,7.970356983618439e-06,***
ROUTE_AB+deberta+step,rf,dc,6344,0.7460153016201104,0.7854773855985779,-0.0394620839784675,-0.0501559524437139,-0.028768215513221,4.73901939107412e-13,***
ROUTE_AB+deberta,rf,dc,6344,0.73942639470092,0.7854773855985779,-0.0460509908976579,-0.0572037626810228,-0.034898219114293,5.82599720407568e-16,***
rAfull+gnn_h,rf,dc,6344,0.7058720631880971,0.7854773855985779,-0.0796053224104808,-0.0920962372744828,-0.0671144075464787,8.363433134651566e-36,***
rAB,rf,dc,6344,0.6727815556636603,0.7854773855985779,-0.1126958299349176,-0.1270860400304846,-0.0983056198393506,3.5798424929439275e-53,***
u_STRUCTURAL,rf,dc,6344,0.6727815556636603,0.7854773855985779,-0.1126958299349176,-0.1270860400304846,-0.0983056198393506,3.5798424929439275e-53,***
rAfull,rf,dc,6344,0.6644509048062085,0.7854773855985779,-0.1210264807923694,-0.1353876846364012,-0.1066652769483376,2.7570087388237013e-61,***
u_ALL-gnn,xgb,dc,6344,0.7987267671578355,0.7854773855985779,0.0132493815592575,0.0054512947075531,0.021047468410962,0.0008681873175663,***
u_HYBRID_ALL,xgb,dc,6344,0.797176658666005,0.7854773855985779,0.011699273067427,0.0039517562515818,0.0194467898832721,0.0030796089534755,**
u_ALL-shapelet,xgb,dc,6344,0.7960647842359325,0.7854773855985779,0.0105873986373545,0.0030870507116416,0.0180877465630675,0.005663361429075,**
u_ALL-route_a,xgb,dc,6344,0.7954588231807532,0.7854773855985779,0.0099814375821752,0.0021567843234718,0.0178060908408787,0.0124120519673823,*
u_TEXT_ONLY,xgb,dc,6344,0.7894070945365455,0.7854773855985779,0.0039297089379675,-0.0036887520970198,0.0115481699729548,0.3120274942831432,ns
u_HYBRID_CORE,xgb,dc,6344,0.7882559156606462,0.7854773855985779,0.0027785300620682,-0.0045472341195266,0.0101042942436632,0.4572522877044496,ns
u_ALL-probe,xgb,dc,6344,0.7864604696587018,0.7854773855985779,0.0009830840601238,-0.006383010345077,0.0083491784653246,0.7936466909380945,ns
u_ALL-text,xgb,dc,6344,0.7615835403910456,0.7854773855985779,-0.0238938452075323,-0.0347539733590332,-0.0130337170560314,1.6163600153818712e-05,***
ROUTE_AB+deberta,xgb,dc,6344,0.754184215733906,0.7854773855985779,-0.0312931698646719,-0.0410993649284646,-0.0214869748008791,3.986250332482693e-10,***
ROUTE_AB+deberta+step,xgb,dc,6344,0.7521807399177528,0.7854773855985779,-0.0332966456808251,-0.0432414769382962,-0.023351814423354,5.3010528730271926e-11,***
rAfull+gnn_h,xgb,dc,6344,0.7062588021202961,0.7854773855985779,-0.0792185834782818,-0.0912476415247573,-0.0671895254318062,4.081224103105821e-38,***
rAB,xgb,dc,6344,0.6655897879062743,0.7854773855985779,-0.1198875976923036,-0.1347257640617017,-0.1050494313229054,1.7598896443362905e-56,***
u_STRUCTURAL,xgb,dc,6344,0.6655897879062743,0.7854773855985779,-0.1198875976923036,-0.1347257640617017,-0.1050494313229054,1.7598896443362905e-56,***
rAfull,xgb,dc,6344,0.6540784720617379,0.7854773855985779,-0.13139891353684,-0.1460771122055139,-0.1167207148681661,6.432167463269955e-69,***
u_TEXT_ONLY,lr,rob,6344,0.8128014895334048,0.7968637469348575,0.0159377425985473,0.0110245249140376,0.0208509602830569,2.0462409498219422e-10,***
u_ALL-route_a,lr,rob,6344,0.8113237369532098,0.7968637469348575,0.0144599900183522,0.0089331140790519,0.0199868659576526,2.930504031653312e-07,***
u_ALL-gnn,lr,rob,6344,0.7906076666999808,0.7968637469348575,-0.0062560802348766,-0.0141855474231921,0.0016733869534388,0.1220212693365297,ns
u_HYBRID_ALL,lr,rob,6344,0.7902682717593459,0.7968637469348575,-0.0065954751755116,-0.014541813207766,0.0013508628567428,0.1037851670927029,ns
u_ALL-shapelet,lr,rob,6344,0.7887838458307284,0.7968637469348575,-0.0080799011041291,-0.0159172925981111,-0.0002425096101471,0.0433201062004176,*
u_HYBRID_CORE,lr,rob,6344,0.7803543558521534,0.7968637469348575,-0.0165093910827041,-0.0261459251692674,-0.0068728569961408,0.0007855783442098,***
u_ALL-probe,lr,rob,6344,0.7801770654775285,0.7968637469348575,-0.0166866814573289,-0.0241954589588287,-0.0091779039558292,1.326978009351276e-05,***
u_ALL-text,lr,rob,6344,0.7541111767236128,0.7968637469348575,-0.0427525702112446,-0.0544821573237383,-0.031022983098751,9.080386649289074e-13,***
ROUTE_AB+deberta,lr,rob,6344,0.7476893662452367,0.7968637469348575,-0.0491743806896207,-0.0597162556015231,-0.0386325057777183,6.097553024960601e-20,***
ROUTE_AB+deberta+step,lr,rob,6344,0.7467520497951597,0.7968637469348575,-0.0501116971396977,-0.0606645081465738,-0.0395588861328216,1.3124671073386267e-20,***
rAfull+gnn_h,lr,rob,6344,0.7055832700941614,0.7968637469348575,-0.091280476840696,-0.1038072849239824,-0.0787536687574097,2.838145045547515e-46,***
rAB,lr,rob,6344,0.6562282360826793,0.7968637469348575,-0.1406355108521781,-0.1554462418360846,-0.1258247798682717,2.6234067907154947e-77,***
u_STRUCTURAL,lr,rob,6344,0.6562282360826793,0.7968637469348575,-0.1406355108521781,-0.1554462418360846,-0.1258247798682717,2.6234067907154947e-77,***
rAfull,lr,rob,6344,0.6505357647862222,0.7968637469348575,-0.1463279821486353,-0.1609923030108163,-0.1316636612864543,3.560574885611973e-85,***
u_ALL-route_a,rf,rob,6344,0.8087532892514006,0.7968637469348575,0.011889542316543,0.0061863498468937,0.0175927347861923,4.389300358391219e-05,***
u_HYBRID_ALL,rf,rob,6344,0.8038412844440674,0.7968637469348575,0.0069775375092099,0.00067226006369,0.0132828149547297,0.0300877963060182,*
u_ALL-gnn,rf,rob,6344,0.8022232864548997,0.7968637469348575,0.0053595395200422,-0.0009893092956133,0.0117083883356977,0.0980152814332994,ns
u_ALL-shapelet,rf,rob,6344,0.800383228856021,0.7968637469348575,0.0035194819211634,-0.0026512461170911,0.0096902099594181,0.2636234846323997,ns
u_TEXT_ONLY,rf,rob,6344,0.7945712152945159,0.7968637469348575,-0.0022925316403415,-0.0082474006721697,0.0036623373914865,0.4505157056878003,ns
u_ALL-probe,rf,rob,6344,0.7923755785714264,0.7968637469348575,-0.0044881683634311,-0.0107499724873426,0.0017736357604803,0.1600776280224825,ns
u_HYBRID_CORE,rf,rob,6344,0.7874252676932273,0.7968637469348575,-0.0094384792416302,-0.0181359687979374,-0.0007409896853229,0.0334246775826748,*
u_ALL-text,rf,rob,6344,0.7605366128794783,0.7968637469348575,-0.0363271340553792,-0.0469931634422935,-0.0256611046684649,2.46580519452105e-11,***
ROUTE_AB+deberta+step,rf,rob,6344,0.7460153016201104,0.7968637469348575,-0.050848445314747,-0.0612469188137979,-0.0404499718156961,9.317069123673085e-22,***
ROUTE_AB+deberta,rf,rob,6344,0.73942639470092,0.7968637469348575,-0.0574373522339375,-0.0683140298457604,-0.0465606746221146,4.178720062733433e-25,***
rAfull+gnn_h,rf,rob,6344,0.7058720631880971,0.7968637469348575,-0.0909916837467603,-0.1031936552790675,-0.0787897122144532,2.23031852709134e-48,***
rAB,rf,rob,6344,0.6727815556636603,0.7968637469348575,-0.1240821912711972,-0.1380522419040026,-0.1101121406383918,7.1212129243551085e-68,***
u_STRUCTURAL,rf,rob,6344,0.6727815556636603,0.7968637469348575,-0.1240821912711972,-0.1380522419040026,-0.1101121406383918,7.1212129243551085e-68,***
rAfull,rf,rob,6344,0.6644509048062085,0.7968637469348575,-0.132412842128649,-0.1463599298795825,-0.1184657543777154,2.7787284168847796e-77,***
u_ALL-gnn,xgb,rob,6344,0.7987267671578355,0.7968637469348575,0.001863020222978,-0.0049251475679525,0.0086511880139085,0.5906362140870074,ns
u_HYBRID_ALL,xgb,rob,6344,0.797176658666005,0.7968637469348575,0.0003129117311474,-0.0065267638499287,0.0071525873122236,0.9285515461485128,ns
u_ALL-shapelet,xgb,rob,6344,0.7960647842359325,0.7968637469348575,-0.0007989626989249,-0.007400215988501,0.005802290590651,0.8124874363751402,ns
u_ALL-route_a,xgb,rob,6344,0.7954588231807532,0.7968637469348575,-0.0014049237541042,-0.0084043053482353,0.0055944578400267,0.6940195076257114,ns
u_TEXT_ONLY,xgb,rob,6344,0.7894070945365455,0.7968637469348575,-0.007456652398312,-0.0139991467629579,-0.0009141580336661,0.0254947642594254,*
u_HYBRID_CORE,xgb,rob,6344,0.7882559156606462,0.7968637469348575,-0.0086078312742112,-0.0172612890537802,4.562650535772962e-05,0.0512202572061986,ns
u_ALL-probe,xgb,rob,6344,0.7864604696587018,0.7968637469348575,-0.0104032772761557,-0.0167534620327028,-0.0040530925196086,0.0013230253114953,**
u_ALL-text,xgb,rob,6344,0.7615835403910456,0.7968637469348575,-0.0352802065438119,-0.0460471513570066,-0.0245132617306171,1.342809805830798e-10,***
ROUTE_AB+deberta,xgb,rob,6344,0.754184215733906,0.7968637469348575,-0.0426795312009514,-0.0525489549079941,-0.0328101074939088,2.3365606326974058e-17,***
ROUTE_AB+deberta+step,xgb,rob,6344,0.7521807399177528,0.7968637469348575,-0.0446830070171047,-0.0546273053056031,-0.0347387087286062,1.2881092585983537e-18,***
rAfull+gnn_h,xgb,rob,6344,0.7062588021202961,0.7968637469348575,-0.0906049448145613,-0.1025293485260554,-0.0786805411030673,3.695323918715434e-50,***
rAB,xgb,rob,6344,0.6655897879062743,0.7968637469348575,-0.1312739590285832,-0.1457243121474928,-0.1168236059096735,6.4337786695691336e-71,***
u_STRUCTURAL,xgb,rob,6344,0.6655897879062743,0.7968637469348575,-0.1312739590285832,-0.1457243121474928,-0.1168236059096735,6.4337786695691336e-71,***
rAfull,xgb,rob,6344,0.6540784720617379,0.7968637469348575,-0.1427852748731196,-0.1570739601163668,-0.1284965896298725,2.047461458643818e-85,***
u_TEXT_ONLY,lr,sh_lr,6344,0.8128014895334048,0.8042374291193188,0.0085640604140859,0.0037405055495145,0.0133876152786574,0.0005016935868756,***
u_ALL-route_a,lr,sh_lr,6344,0.8113237369532098,0.8042374291193188,0.0070863078338909,0.0020298060412783,0.0121428096265036,0.006019037939773,**
u_ALL-gnn,lr,sh_lr,6344,0.7906076666999808,0.8042374291193188,-0.0136297624193379,-0.021117977333362,-0.0061415475053139,0.0003604700837547,***
u_HYBRID_ALL,lr,sh_lr,6344,0.7902682717593459,0.8042374291193188,-0.0139691573599729,-0.021475696101592,-0.0064626186183538,0.0002649491135186,***
u_ALL-shapelet,lr,sh_lr,6344,0.7887838458307284,0.8042374291193188,-0.0154535832885904,-0.0230917822352927,-0.0078153843418882,7.327487439803436e-05,***
u_HYBRID_CORE,lr,sh_lr,6344,0.7803543558521534,0.8042374291193188,-0.0238830732671654,-0.0313799973986228,-0.016386149135708,4.2682246244742847e-10,***
u_ALL-probe,lr,sh_lr,6344,0.7801770654775285,0.8042374291193188,-0.0240603636417903,-0.0320468731764021,-0.0160738541071785,3.53422326980119e-09,***
u_ALL-text,lr,sh_lr,6344,0.7541111767236128,0.8042374291193188,-0.050126252395706,-0.0600774826480147,-0.0401750221433972,5.466519866033873e-23,***
ROUTE_AB+deberta,lr,sh_lr,6344,0.7476893662452367,0.8042374291193188,-0.056548062874082,-0.0656832711552651,-0.047412854592899,7.111789150758548e-34,***
ROUTE_AB+deberta+step,lr,sh_lr,6344,0.7467520497951597,0.8042374291193188,-0.057485379324159,-0.0666707422727803,-0.0483000163755378,1.3760091405094567e-34,***
rAfull+gnn_h,lr,sh_lr,6344,0.7055832700941614,0.8042374291193188,-0.0986541590251574,-0.1107744590628079,-0.0865338589875068,2.702979317400073e-57,***
rAB,lr,sh_lr,6344,0.6562282360826793,0.8042374291193188,-0.1480091930366395,-0.1618915885972972,-0.1341267974759817,5.768668286710855e-97,***
u_STRUCTURAL,lr,sh_lr,6344,0.6562282360826793,0.8042374291193188,-0.1480091930366395,-0.1618915885972972,-0.1341267974759817,5.768668286710855e-97,***
rAfull,lr,sh_lr,6344,0.6505357647862222,0.8042374291193188,-0.1537016643330966,-0.1678352285955211,-0.139568100070672,8.330855448161212e-101,***
u_ALL-route_a,rf,sh_lr,6344,0.8087532892514006,0.8042374291193188,0.0045158601320817,-0.0005672065205552,0.0095989267847186,0.081638614770761,ns
u_HYBRID_ALL,rf,sh_lr,6344,0.8038412844440674,0.8042374291193188,-0.0003961446752513,-0.0059132937189615,0.0051210043684587,0.8880831138861204,ns
u_ALL-gnn,rf,sh_lr,6344,0.8022232864548997,0.8042374291193188,-0.0020141426644191,-0.007618908112075,0.0035906227832367,0.4812225517066494,ns
u_ALL-shapelet,rf,sh_lr,6344,0.800383228856021,0.8042374291193188,-0.0038542002632978,-0.0095780156194602,0.0018696150928644,0.1869133428422298,ns
u_TEXT_ONLY,rf,sh_lr,6344,0.7945712152945159,0.8042374291193188,-0.0096662138248029,-0.0158043599686727,-0.0035280676809331,0.0020252318659299,**
u_ALL-probe,rf,sh_lr,6344,0.7923755785714264,0.8042374291193188,-0.0118618505478924,-0.0181019794031472,-0.0056217216926377,0.0001947799131278,***
u_HYBRID_CORE,rf,sh_lr,6344,0.7874252676932273,0.8042374291193188,-0.0168121614260915,-0.0234160234825874,-0.0102082993695956,6.047596030330877e-07,***
u_ALL-text,rf,sh_lr,6344,0.7605366128794783,0.8042374291193188,-0.0437008162398405,-0.0527886495679504,-0.0346129829117307,4.3046794071561394e-21,***
ROUTE_AB+deberta+step,rf,sh_lr,6344,0.7460153016201104,0.8042374291193188,-0.0582221274992084,-0.0675211517427653,-0.0489231032556514,1.2879321057964087e-34,***
ROUTE_AB+deberta,rf,sh_lr,6344,0.73942639470092,0.8042374291193188,-0.0648110344183988,-0.0744839223096984,-0.0551381465270992,2.150168695428388e-39,***
rAfull+gnn_h,rf,sh_lr,6344,0.7058720631880971,0.8042374291193188,-0.0983653659312217,-0.1100710228123712,-0.0866597090500721,6.0235857429612335e-61,***
rAB,rf,sh_lr,6344,0.6727815556636603,0.8042374291193188,-0.1314558734556585,-0.1446090021571531,-0.1183027447541639,1.941887859163474e-85,***
u_STRUCTURAL,rf,sh_lr,6344,0.6727815556636603,0.8042374291193188,-0.1314558734556585,-0.1446090021571531,-0.1183027447541639,1.941887859163474e-85,***
rAfull,rf,sh_lr,6344,0.6644509048062085,0.8042374291193188,-0.1397865243131103,-0.1532467904267024,-0.1263262581995182,4.238281085083035e-92,***
u_ALL-gnn,xgb,sh_lr,6344,0.7987267671578355,0.8042374291193188,-0.0055106619614833,-0.0120753982936618,0.0010540743706952,0.0999161773647752,ns
u_HYBRID_ALL,xgb,sh_lr,6344,0.797176658666005,0.8042374291193188,-0.0070607704533138,-0.0136265250928097,-0.0004950158138179,0.0350541166110477,*
u_ALL-shapelet,xgb,sh_lr,6344,0.7960647842359325,0.8042374291193188,-0.0081726448833863,-0.0148714780716622,-0.0014738116951103,0.0167944966074572,*
u_ALL-route_a,xgb,sh_lr,6344,0.7954588231807532,0.8042374291193188,-0.0087786059385656,-0.0154010992594963,-0.0021561126176348,0.0093747308730398,**
u_TEXT_ONLY,xgb,sh_lr,6344,0.7894070945365455,0.8042374291193188,-0.0148303345827733,-0.021715649605538,-0.0079450195600087,2.4259371813697618e-05,***
u_HYBRID_CORE,xgb,sh_lr,6344,0.7882559156606462,0.8042374291193188,-0.0159815134586726,-0.0224293918987748,-0.0095336350185703,1.186333837209858e-06,***
u_ALL-probe,xgb,sh_lr,6344,0.7864604696587018,0.8042374291193188,-0.017776959460617,-0.0248470551410129,-0.0107068637802212,8.302940659808169e-07,***
u_ALL-text,xgb,sh_lr,6344,0.7615835403910456,0.8042374291193188,-0.0426538887282732,-0.051592417802453,-0.0337153596540934,8.537461443042101e-21,***
ROUTE_AB+deberta,xgb,sh_lr,6344,0.754184215733906,0.8042374291193188,-0.0500532133854128,-0.0584966399375465,-0.041609786833279,3.307440859657641e-31,***
ROUTE_AB+deberta+step,xgb,sh_lr,6344,0.7521807399177528,0.8042374291193188,-0.052056689201566,-0.0606493129005276,-0.0434640655026044,1.6145946835979542e-32,***
rAfull+gnn_h,xgb,sh_lr,6344,0.7062588021202961,0.8042374291193188,-0.0979786269990227,-0.1095666688605296,-0.0863905851375158,1.1146047468270244e-61,***
rAB,xgb,sh_lr,6344,0.6655897879062743,0.8042374291193188,-0.1386476412130445,-0.1522222868117264,-0.1250729956143625,3.797985193480614e-89,***
u_STRUCTURAL,xgb,sh_lr,6344,0.6655897879062743,0.8042374291193188,-0.1386476412130445,-0.1522222868117264,-0.1250729956143625,3.797985193480614e-89,***
rAfull,xgb,sh_lr,6344,0.6540784720617379,0.8042374291193188,-0.1501589570575809,-0.1640044458059865,-0.1363134683091753,2.8725565300717825e-100,***
u_TEXT_ONLY,lr,sh_rf,6344,0.8128014895334048,0.8032865032421439,0.0095149862912609,0.0039007563114888,0.0151292162710329,0.0008945697419566,***
u_ALL-route_a,lr,sh_rf,6344,0.8113237369532098,0.8032865032421439,0.0080372337110659,0.0024232534928451,0.0136512139292866,0.0050164571257281,**
u_ALL-gnn,lr,sh_rf,6344,0.7906076666999808,0.8032865032421439,-0.012678836542163,-0.0203875501982569,-0.0049701228860691,0.0012657554713427,**
u_HYBRID_ALL,lr,sh_rf,6344,0.7902682717593459,0.8032865032421439,-0.013018231482798,-0.0207509085223858,-0.0052855544432102,0.0009679936487511,***
u_ALL-shapelet,lr,sh_rf,6344,0.7887838458307284,0.8032865032421439,-0.0145026574114155,-0.0223727797370663,-0.0066325350857646,0.0003041716931738,***
u_HYBRID_CORE,lr,sh_rf,6344,0.7803543558521534,0.8032865032421439,-0.0229321473899904,-0.0306873781765083,-0.0151769166034726,6.807905211930757e-09,***
u_ALL-probe,lr,sh_rf,6344,0.7801770654775285,0.8032865032421439,-0.0231094377646153,-0.0311821016206397,-0.0150367739085909,2.0145637511040405e-08,***
u_ALL-text,lr,sh_rf,6344,0.7541111767236128,0.8032865032421439,-0.049175326518531,-0.059218507436098,-0.0391321456009641,8.250712496341317e-22,***
ROUTE_AB+deberta,lr,sh_rf,6344,0.7476893662452367,0.8032865032421439,-0.0555971369969071,-0.0644491913941063,-0.0467450825997079,8.006839352049654e-35,***
ROUTE_AB+deberta+step,lr,sh_rf,6344,0.7467520497951597,0.8032865032421439,-0.0565344534469841,-0.0654386954705972,-0.0476302114233711,1.5052660781921786e-35,***
rAfull+gnn_h,lr,sh_rf,6344,0.7055832700941614,0.8032865032421439,-0.0977032331479824,-0.1095983077906553,-0.0858081585053096,2.6066954658653985e-58,***
rAB,lr,sh_rf,6344,0.6562282360826793,0.8032865032421439,-0.1470582671594645,-0.1604841198946841,-0.1336324144242449,3.087391902803413e-102,***
u_STRUCTURAL,lr,sh_rf,6344,0.6562282360826793,0.8032865032421439,-0.1470582671594645,-0.1604841198946841,-0.1336324144242449,3.087391902803413e-102,***
rAfull,lr,sh_rf,6344,0.6505357647862222,0.8032865032421439,-0.1527507384559217,-0.1664145072302404,-0.1390869696816029,2.04345045431804e-106,***
u_ALL-route_a,rf,sh_rf,6344,0.8087532892514006,0.8032865032421439,0.0054667860092566,0.0005088587848539,0.0104247132336593,0.0306856347882868,*
u_HYBRID_ALL,rf,sh_rf,6344,0.8038412844440674,0.8032865032421439,0.0005547812019235,-0.0044392086706092,0.0055487710744563,0.8276379649290575,ns
u_ALL-gnn,rf,sh_rf,6344,0.8022232864548997,0.8032865032421439,-0.0010632167872441,-0.0060829687674576,0.0039565351929692,0.6780442640937118,ns
u_ALL-shapelet,rf,sh_rf,6344,0.800383228856021,0.8032865032421439,-0.0029032743861229,-0.0081770503055292,0.0023705015332833,0.2805954184433743,ns
u_TEXT_ONLY,rf,sh_rf,6344,0.7945712152945159,0.8032865032421439,-0.0087152879476279,-0.0153581239567127,-0.0020724519385432,0.0101276727261234,*
u_ALL-probe,rf,sh_rf,6344,0.7923755785714264,0.8032865032421439,-0.0109109246707175,-0.0165456526559115,-0.0052761966855235,0.0001475139584973,***
u_HYBRID_CORE,rf,sh_rf,6344,0.7874252676932273,0.8032865032421439,-0.0158612355489166,-0.0217205607951153,-0.0100019103027178,1.1228045309474813e-07,***
u_ALL-text,rf,sh_rf,6344,0.7605366128794783,0.8032865032421439,-0.0427498903626656,-0.0510965764174232,-0.0344032043079079,1.0322727304858129e-23,***
ROUTE_AB+deberta+step,rf,sh_rf,6344,0.7460153016201104,0.8032865032421439,-0.0572712016220334,-0.0655999328247837,-0.0489424704192832,2.1251434813489583e-41,***
ROUTE_AB+deberta,rf,sh_rf,6344,0.73942639470092,0.8032865032421439,-0.0638601085412239,-0.0724864358010724,-0.0552337812813754,1.0551922251614743e-47,***
rAfull+gnn_h,rf,sh_rf,6344,0.7058720631880971,0.8032865032421439,-0.0974144400540467,-0.1083181905386584,-0.0865106895694351,1.1939829605438828e-68,***
rAB,rf,sh_rf,6344,0.6727815556636603,0.8032865032421439,-0.1305049475784836,-0.1428289644649803,-0.1181809306919869,1.1047729420526882e-95,***
u_STRUCTURAL,rf,sh_rf,6344,0.6727815556636603,0.8032865032421439,-0.1305049475784836,-0.1428289644649803,-0.1181809306919869,1.1047729420526882e-95,***
rAfull,rf,sh_rf,6344,0.6644509048062085,0.8032865032421439,-0.1388355984359354,-0.1514695732098341,-0.1262016236620367,6.834536101223421e-103,***
u_ALL-gnn,xgb,sh_rf,6344,0.7987267671578355,0.8032865032421439,-0.0045597360843083,-0.011022786766334,0.0019033145977172,0.1667351198303059,ns
u_HYBRID_ALL,xgb,sh_rf,6344,0.797176658666005,0.8032865032421439,-0.0061098445761389,-0.0126226120562823,0.0004029229040044,0.0659581991574952,ns
u_ALL-shapelet,xgb,sh_rf,6344,0.7960647842359325,0.8032865032421439,-0.0072217190062113,-0.0139028612420453,-0.0005405767703773,0.0341288281544672,*
u_ALL-route_a,xgb,sh_rf,6344,0.7954588231807532,0.8032865032421439,-0.0078276800613906,-0.0143583525789509,-0.0012970075438303,0.0188129074067654,*
u_TEXT_ONLY,xgb,sh_rf,6344,0.7894070945365455,0.8032865032421439,-0.0138794087055984,-0.021235139317461,-0.0065236780937358,0.000217113055904,***
u_HYBRID_CORE,xgb,sh_rf,6344,0.7882559156606462,0.8032865032421439,-0.0150305875814976,-0.021423752441846,-0.0086374227211492,4.066503702436715e-06,***
u_ALL-probe,xgb,sh_rf,6344,0.7864604696587018,0.8032865032421439,-0.0168260335834421,-0.0237322196023038,-0.0099198475645804,1.7952869619922654e-06,***
u_ALL-text,xgb,sh_rf,6344,0.7615835403910456,0.8032865032421439,-0.0417029628510983,-0.0504795383655572,-0.0329263873366394,1.2426399847604642e-20,***
ROUTE_AB+deberta,xgb,sh_rf,6344,0.754184215733906,0.8032865032421439,-0.0491022875082378,-0.0569010283407135,-0.0413035466757621,5.495831561717989e-35,***
ROUTE_AB+deberta+step,xgb,sh_rf,6344,0.7521807399177528,0.8032865032421439,-0.051105763324391,-0.0590612068543565,-0.0431503197944256,2.372349489374116e-36,***
rAfull+gnn_h,xgb,sh_rf,6344,0.7062588021202961,0.8032865032421439,-0.0970277011218477,-0.1081831265944725,-0.085872275649223,3.655431621488278e-65,***
rAB,xgb,sh_rf,6344,0.6655897879062743,0.8032865032421439,-0.1376967153358695,-0.1506951546450131,-0.124698276026726,9.44427102704336e-96,***
u_STRUCTURAL,xgb,sh_rf,6344,0.6655897879062743,0.8032865032421439,-0.1376967153358695,-0.1506951546450131,-0.124698276026726,9.44427102704336e-96,***
rAfull,xgb,sh_rf,6344,0.6540784720617379,0.8032865032421439,-0.149208031180406,-0.1624421729680844,-0.1359738893927276,3.3354434855391665e-108,***
probe_baseCplusrec,rf,shlr,6344,0.6645057628830042,0.8042374291193188,-0.1397316662363146,-0.1530799411311409,-0.1263833913414882,1.5121697910572725e-93,***
