model_key,model_name,group,n_groups,auroc,auprc,prr,ece,accuracy_at_80,accuracy_at_90,n_samples,base_accuracy
gnn_structural,TraceGIN-struct,OVERALL,9,0.6433484033782714,0.7249516298451917,0.33369017146692453,0.10431649256876092,0.6561156701836655,0.6372004168113928,6398,0.614098155673648
gnn_structural,TraceGIN-struct,arc_challenge_llama8b,1,0.5680461329715061,0.707950664304306,0.17124113157364823,0.0989410424598655,0.67982924226254,0.6707779886148008,1172,0.6569965870307167
gnn_structural,TraceGIN-struct,arc_challenge_qwen7b,1,0.6355501813784764,0.7837219040304992,0.29484004627482174,0.11864888708746067,0.7481323372465315,0.7314990512333965,1172,0.7056313993174061
gnn_structural,TraceGIN-struct,gpqa_diamond_llama8b,1,0.6446504237288135,0.5427432054269679,0.2976585522031966,0.058444867606716924,0.45569620253164556,0.4157303370786517,198,0.40404040404040403
gnn_structural,TraceGIN-struct,gpqa_diamond_qwen7b,1,0.6977782392026578,0.6374204919711669,0.4266958183115419,0.10954419071927214,0.45569620253164556,0.43258426966292135,198,0.43434343434343436
gnn_structural,TraceGIN-struct,gsm8k_llama8b,1,0.5418487757173513,0.4959276494136996,0.09872828081714076,0.039039693993090485,0.46161137440758293,0.46082561078348777,1319,0.45564821834723274
gnn_structural,TraceGIN-struct,gsm8k_qwen7b,1,0.631915737609086,0.7978019703832483,0.41037690219159234,0.20622115882171474,0.6938388625592417,0.6866048862679023,1319,0.6724791508718726
gnn_structural,TraceGIN-struct,math500_deepseek_r1,1,0.6373626373626373,0.7333397596555492,0.19272551896702023,0.09106479138135912,0.6875,0.6666666666666666,20,0.65
gnn_structural,TraceGIN-struct,math500_llama8b,1,0.6129665682062299,0.6864127627317513,0.23257429911104072,0.09860753485560418,0.6425,0.6333333333333333,500,0.608
gnn_structural,TraceGIN-struct,math500_qwen7b,1,0.5968433009824827,0.7607604486251145,0.1447679182519543,0.1295876371860504,0.7625,0.7466666666666667,500,0.722
gnn_hybrid,TraceGIN-hybrid,OVERALL,9,0.7125702049779702,0.7770580822284526,0.4745439085489412,0.12972106283257512,0.6832747166862055,0.6453629732546023,6398,0.614098155673648
gnn_hybrid,TraceGIN-hybrid,arc_challenge_llama8b,1,0.5912644569360987,0.717884857814533,0.20462437410047937,0.1495380513874636,0.6776947705442903,0.6726755218216319,1172,0.6569965870307167
gnn_hybrid,TraceGIN-hybrid,arc_challenge_qwen7b,1,0.6436920596533655,0.7941248430435633,0.33277296838796333,0.11967060262728293,0.7481323372465315,0.7371916508538899,1172,0.7056313993174061
gnn_hybrid,TraceGIN-hybrid,gpqa_diamond_llama8b,1,0.6002648305084746,0.5369893776128895,0.270577591440274,0.16004883655996036,0.4240506329113924,0.398876404494382,198,0.40404040404040403
gnn_hybrid,TraceGIN-hybrid,gpqa_diamond_qwen7b,1,0.7401370431893688,0.6933637867161816,0.5264261003215427,0.12227380043366042,0.4873417721518987,0.46629213483146065,198,0.43434343434343436
gnn_hybrid,TraceGIN-hybrid,gsm8k_llama8b,1,0.6881265671420428,0.6187270654527941,0.37733498538980886,0.17097632396031365,0.5061611374407583,0.4793597304128054,1319,0.45564821834723274
gnn_hybrid,TraceGIN-hybrid,gsm8k_qwen7b,1,0.7573672178379056,0.862383882829256,0.6139554043250937,0.1785736734293249,0.7402843601895734,0.6992417860151643,1319,0.6724791508718726
gnn_hybrid,TraceGIN-hybrid,math500_deepseek_r1,1,0.8901098901098901,0.9378604301681224,0.8268191789986935,0.2113867456093431,0.8125,0.7222222222222222,20,0.65
gnn_hybrid,TraceGIN-hybrid,math500_llama8b,1,0.7664641514500536,0.8110543271991424,0.5680044116782533,0.111368067166768,0.695,0.6511111111111111,500,0.608
gnn_hybrid,TraceGIN-hybrid,math500_qwen7b,1,0.8520098048984632,0.937177524594413,0.7922043942203844,0.061044733235612526,0.83,0.7777777777777778,500,0.722
deberta,DeBERTa-v3,OVERALL,8,0.7625790462424148,0.825829322197676,0.5979821099532822,0.06676129201385049,0.7028616228929832,0.6618466898954704,6378,0.6139855754154907
deberta,DeBERTa-v3,arc_challenge_llama8b,1,0.621582024940234,0.7460394398475827,0.29611575517398436,0.10088188235199795,0.6937033084311632,0.6850094876660342,1172,0.6569965870307167
deberta,DeBERTa-v3,arc_challenge_qwen7b,1,0.6896307589856825,0.8309671917202017,0.46244889213539847,0.058444330144559145,0.7609391675560299,0.7400379506641366,1172,0.7056313993174061
deberta,DeBERTa-v3,gpqa_diamond_llama8b,1,0.6942266949152542,0.6320569052536479,0.46049469103255086,0.190622411555413,0.44936708860759494,0.43258426966292135,198,0.40404040404040403
deberta,DeBERTa-v3,gpqa_diamond_qwen7b,1,0.7196843853820598,0.6862576752646752,0.5188492945318477,0.1765692461695936,0.4873417721518987,0.449438202247191,198,0.43434343434343436
deberta,DeBERTa-v3,gsm8k_llama8b,1,0.7410108037208182,0.6935036908740995,0.5166061016766038,0.10020832504181812,0.5260663507109005,0.4860994102780118,1319,0.45564821834723274
deberta,DeBERTa-v3,gsm8k_qwen7b,1,0.8188716125934278,0.8913915806249721,0.7025162655194283,0.08895863409890563,0.7781990521327015,0.7253580454928391,1319,0.6724791508718726
deberta,DeBERTa-v3,math500_llama8b,1,0.8277977309344791,0.8746021088787718,0.7211579625725622,0.07867737302929165,0.715,0.6644444444444444,500,0.608
deberta,DeBERTa-v3,math500_qwen7b,1,0.8718089240518941,0.9353318371838137,0.7938879277340318,0.043580580087378626,0.8575,0.7933333333333333,500,0.722
step,StepTF (MiniLM),OVERALL,8,0.6751617434856603,0.7576125472899541,0.4207368304401259,0.13544213582810355,0.6669933359466875,0.6414634146341464,6378,0.6139855754154907
step,StepTF (MiniLM),arc_challenge_llama8b,1,0.5575838340763715,0.7008698511395144,0.14799346816078998,0.14867585470245157,0.6744930629669157,0.6612903225806451,1172,0.6569965870307167
step,StepTF (MiniLM),arc_challenge_qwen7b,1,0.6502795156230833,0.8096340456025993,0.3843412130698296,0.15705106923604584,0.7459978655282817,0.7314990512333965,1172,0.7056313993174061
step,StepTF (MiniLM),gpqa_diamond_llama8b,1,0.5483050847457627,0.4606160005560001,0.11736394001285455,0.10703849611860336,0.3987341772151899,0.39325842696629215,198,0.40404040404040403
step,StepTF (MiniLM),gpqa_diamond_qwen7b,1,0.6970514950166112,0.6665639890160382,0.47281960985296884,0.039247648734034926,0.4810126582278481,0.47191011235955055,198,0.43434343434343436
step,StepTF (MiniLM),gsm8k_llama8b,1,0.6491281939571466,0.597287317443795,0.3304130711955987,0.04789630495932536,0.4976303317535545,0.4759898904802022,1319,0.45564821834723274
step,StepTF (MiniLM),gsm8k_qwen7b,1,0.7327785084972234,0.844355869418935,0.5609996448618529,0.22012282924908774,0.7355450236966825,0.7009267059814659,1319,0.6724791508718726
step,StepTF (MiniLM),math500_llama8b,1,0.6678470730397422,0.7496669160360859,0.4057414021295641,0.12756533983349796,0.6575,0.6311111111111111,500,0.608
step,StepTF (MiniLM),math500_qwen7b,1,0.7004623448055959,0.8481252829152053,0.4839916871236963,0.1803979224562645,0.785,0.7466666666666667,500,0.722
step_bge,StepTF (BGE),OVERALL,8,0.671972251978801,0.7427133695460809,0.38342178120102216,0.12237535930606928,0.668953351626813,0.6421602787456446,6378,0.6139855754154907
step_bge,StepTF (BGE),arc_challenge_llama8b,1,0.5646798475156685,0.7034342372546246,0.1568110979110454,0.11507222245831948,0.6723585912486659,0.6660341555977229,1172,0.6569965870307167
step_bge,StepTF (BGE),arc_challenge_qwen7b,1,0.623412719275187,0.7880069889449834,0.30788133810932866,0.1354716029081735,0.7459978655282817,0.7258064516129032,1172,0.7056313993174061
step_bge,StepTF (BGE),gpqa_diamond_llama8b,1,0.5674788135593221,0.4668526048237037,0.12659168444984228,0.10867561904167888,0.3987341772151899,0.4044943820224719,198,0.40404040404040403
step_bge,StepTF (BGE),gpqa_diamond_qwen7b,1,0.6992317275747508,0.6197564985990337,0.39497437176785216,0.0867967421207765,0.4936708860759494,0.4550561797752809,198,0.43434343434343436
step_bge,StepTF (BGE),gsm8k_llama8b,1,0.6428712127883426,0.5827519596707244,0.3011891898376032,0.0547881282193811,0.4947867298578199,0.4785172704296546,1319,0.45564821834723274
step_bge,StepTF (BGE),gsm8k_qwen7b,1,0.7380944924631508,0.8490019579706173,0.5747186125674675,0.21921602697016346,0.7402843601895734,0.7051390058972199,1319,0.6724791508718726
step_bge,StepTF (BGE),math500_llama8b,1,0.6477913533834587,0.7038913018475004,0.2838121682263325,0.10372098043560979,0.6575,0.6355555555555555,500,0.608
step_bge,StepTF (BGE),math500_qwen7b,1,0.6598377807449333,0.8152363180448686,0.362826837946285,0.1665194602012634,0.77,0.7533333333333333,500,0.722
roberta,RoBERTa,OVERALL,8,0.7980904747047877,0.8563406315850433,0.6703610988173945,0.08331470842177954,0.7116816934535476,0.6630662020905923,6378,0.6139855754154907
roberta,RoBERTa,arc_challenge_llama8b,1,0.6747011694772889,0.7857916850294928,0.4165437992452094,0.10539172679414725,0.7086446104589115,0.6840607210626186,1172,0.6569965870307167
roberta,RoBERTa,arc_challenge_qwen7b,1,0.7364702171284371,0.8569548791791639,0.5489014180996812,0.06502646404881121,0.7801494130202775,0.74573055028463,1172,0.7056313993174061
roberta,RoBERTa,gpqa_diamond_llama8b,1,0.6829449152542373,0.6450477669286612,0.46620866303961733,0.12675493363893092,0.4240506329113924,0.42134831460674155,198,0.40404040404040403
roberta,RoBERTa,gpqa_diamond_qwen7b,1,0.7879983388704318,0.7717697185386982,0.6539535638435997,0.12567951771044972,0.5,0.4606741573033708,198,0.43434343434343436
roberta,RoBERTa,gsm8k_llama8b,1,0.7516140694015081,0.7017987599149345,0.5323582226418234,0.12864142218837693,0.5327014218009478,0.4877843302443134,1319,0.45564821834723274
roberta,RoBERTa,gsm8k_qwen7b,1,0.8485818823332916,0.912637626614286,0.7616017221176046,0.06997655574133486,0.7819905213270142,0.7228306655433867,1319,0.6724791508718726
roberta,RoBERTa,math500_llama8b,1,0.8611288265306122,0.9013026480747637,0.7809702898072072,0.09533906747959553,0.725,0.6688888888888889,500,0.608
roberta,RoBERTa,math500_qwen7b,1,0.929552203112856,0.9668764874063644,0.8938365930661193,0.05939051659591493,0.87,0.7977777777777778,500,0.722
trace_mlm,Trace-MLM,OVERALL,8,0.666827608038508,0.7349214326082237,0.36317765868614943,0.10687146582499069,0.6767934143473148,0.6480836236933798,6378,0.6139855754154907
trace_mlm,Trace-MLM,arc_challenge_llama8b,1,0.5244750274601021,0.6765298126740471,0.06438003450770088,0.08574895099212283,0.6702241195304163,0.6631878557874763,1172,0.6569965870307167
trace_mlm,Trace-MLM,arc_challenge_qwen7b,1,0.6192716821758407,0.7946596907383228,0.33055506566799286,0.13867990293066457,0.736392742796158,0.7296015180265655,1172,0.7056313993174061
trace_mlm,Trace-MLM,gpqa_diamond_llama8b,1,0.6760593220338984,0.5522520314570749,0.31718201935356133,0.11053941278445599,0.44936708860759494,0.42134831460674155,198,0.40404040404040403
trace_mlm,Trace-MLM,gpqa_diamond_qwen7b,1,0.740967607973422,0.6755608424317152,0.5012108921855141,0.12223074037694569,0.4873417721518987,0.449438202247191,198,0.43434343434343436
trace_mlm,Trace-MLM,gsm8k_llama8b,1,0.6390764695794845,0.581030631210189,0.2955337585379024,0.048710506327501124,0.5042654028436019,0.485256950294861,1319,0.45564821834723274
trace_mlm,Trace-MLM,gsm8k_qwen7b,1,0.741173952983423,0.8478197289850598,0.5723699647035163,0.22247372881719069,0.7364928909952607,0.7042965459140691,1319,0.6724791508718726
trace_mlm,Trace-MLM,math500_llama8b,1,0.6415984156820622,0.7174915255539742,0.32067415976464214,0.030998365908861156,0.65,0.6222222222222222,500,0.608
trace_mlm,Trace-MLM,math500_qwen7b,1,0.6388529065943922,0.7837560821457915,0.23993169901655367,0.07825796982645986,0.775,0.7555555555555555,500,0.722
trace_mlm_np,Trace-MLM (no pretrain),OVERALL,8,0.691317992629957,0.7628517264680369,0.43641245615554436,0.11549454899174773,0.6807134457075656,0.6482578397212544,6378,0.6139855754154907
trace_mlm_np,Trace-MLM (no pretrain),arc_challenge_llama8b,1,0.5327712088906119,0.6800617752043566,0.07696882862742585,0.10544672959290262,0.6670224119530416,0.6631878557874763,1172,0.6569965870307167
trace_mlm_np,Trace-MLM (no pretrain),arc_challenge_qwen7b,1,0.6289627254087587,0.794112084836817,0.330899678481563,0.14014639463847817,0.7385272145144077,0.7258064516129032,1172,0.7056313993174061
trace_mlm_np,Trace-MLM (no pretrain),gpqa_diamond_llama8b,1,0.6189618644067797,0.5291720510118116,0.26027835627797563,0.1117703633175956,0.43670886075949367,0.4044943820224719,198,0.40404040404040403
trace_mlm_np,Trace-MLM (no pretrain),gpqa_diamond_qwen7b,1,0.6998546511627908,0.6449155319814934,0.4396382979334766,0.10412264780865775,0.4620253164556962,0.4438202247191011,198,0.43434343434343436
trace_mlm_np,Trace-MLM (no pretrain),gsm8k_llama8b,1,0.6842124778108909,0.6294821830951924,0.39515428026303234,0.06357532789347478,0.5109004739336492,0.4844144903117102,1319,0.45564821834723274
trace_mlm_np,Trace-MLM (no pretrain),gsm8k_qwen7b,1,0.7811730134869932,0.8691141092208752,0.6361273019133508,0.21173880861011574,0.747867298578199,0.7085088458298231,1319,0.6724791508718726
trace_mlm_np,Trace-MLM (no pretrain),math500_llama8b,1,0.6502248925886145,0.7260517949852439,0.34386246589131847,0.08339051686227321,0.6525,0.6333333333333333,500,0.608
trace_mlm_np,Trace-MLM (no pretrain),math500_qwen7b,1,0.6984196576256999,0.8560751037922399,0.5093281100040535,0.11559329132735728,0.78,0.7533333333333333,500,0.722
behavior_seq_lm,BehaviorSeq-LM,OVERALL,8,0.6468826157595452,0.728612015753047,0.34408941454090425,0.10418754025205018,0.6558212465699725,0.6393728222996515,6378,0.6139855754154907
behavior_seq_lm,BehaviorSeq-LM,arc_challenge_llama8b,1,0.5781789106415972,0.7078753756068527,0.1718749716436889,0.10498418178371194,0.6840981856990395,0.6688804554079696,1172,0.6569965870307167
behavior_seq_lm,BehaviorSeq-LM,arc_challenge_qwen7b,1,0.6344426335804286,0.7909085947838926,0.32080647996430356,0.13255098329876067,0.7470651013874067,0.7314990512333965,1172,0.7056313993174061
behavior_seq_lm,BehaviorSeq-LM,gpqa_diamond_llama8b,1,0.6572033898305085,0.5710185508999042,0.34926034243197623,0.08381156803983632,0.44936708860759494,0.4101123595505618,198,0.40404040404040403
behavior_seq_lm,BehaviorSeq-LM,gpqa_diamond_qwen7b,1,0.7451204318936877,0.6962881083276745,0.53255197453598,0.07383993463684815,0.47468354430379744,0.449438202247191,198,0.43434343434343436
behavior_seq_lm,BehaviorSeq-LM,gsm8k_llama8b,1,0.5294970314100454,0.48785173328527587,0.07866424227377547,0.03017670566878419,0.4597156398104265,0.4625105307497894,1319,0.45564821834723274
behavior_seq_lm,BehaviorSeq-LM,gsm8k_qwen7b,1,0.6133502442690718,0.771022573964933,0.33657784296747517,0.19719054332459124,0.6957345971563981,0.6840775063184499,1319,0.6724791508718726
behavior_seq_lm,BehaviorSeq-LM,math500_llama8b,1,0.6017722878625135,0.6756212706099982,0.20156954258398113,0.09163350412249567,0.65,0.6333333333333333,500,0.608
behavior_seq_lm,BehaviorSeq-LM,math500_qwen7b,1,0.6302437274557087,0.7947520494531464,0.28627791594556107,0.10582455998659135,0.76,0.7511111111111111,500,0.722
shapelet,Shapelet (A2+),OVERALL,9,0.6398417264083154,0.7164331244573601,0.3078873928009819,0.10840335936243994,0.6607739147515223,0.6375065479308538,6364,0.61659333752357
shapelet,Shapelet (A2+),arc_challenge_llama8b,1,0.5653291225462878,0.708635707473159,0.16799079122022129,0.08402165617436576,0.671306209850107,0.6631779257849667,1168,0.6583904109589042
shapelet,Shapelet (A2+),arc_challenge_qwen7b,1,0.5970338680926917,0.7572602279976238,0.18800715881459137,0.11420137897581505,0.7478540772532188,0.7213740458015268,1165,0.7081545064377682
shapelet,Shapelet (A2+),gpqa_diamond_llama8b,1,0.5221182721182721,0.4544952199699829,0.0760106135927449,0.10051970278459879,0.40397350993377484,0.4,189,0.4126984126984127
shapelet,Shapelet (A2+),gpqa_diamond_qwen7b,1,0.6518758227292671,0.5797256919231665,0.28905289729117795,0.12810103874653578,0.49019607843137253,0.46511627906976744,192,0.4479166666666667
shapelet,Shapelet (A2+),gsm8k_llama8b,1,0.493222762434012,0.44727888764243884,-0.021211375407479912,0.11266974007839321,0.45213270142180095,0.45745577085088457,1319,0.45564821834723274
shapelet,Shapelet (A2+),gsm8k_qwen7b,1,0.5958783354303068,0.7499793559748502,0.27878904132933485,0.13256937964100035,0.6925996204933587,0.6812816188870152,1318,0.6729893778452201
shapelet,Shapelet (A2+),math500_deepseek_r1,1,0.32967032967032966,0.602762577054075,-0.3073013941918973,0.0763024091720581,0.625,0.6111111111111112,20,0.65
shapelet,Shapelet (A2+),math500_llama8b,1,0.5812759695290859,0.677609579677217,0.1895220253294209,0.10664538182469033,0.6430379746835443,0.6328828828828829,494,0.6153846153846154
shapelet,Shapelet (A2+),math500_qwen7b,1,0.5415512465373961,0.7470416175515738,0.08783235287931909,0.10312572557606056,0.7218045112781954,0.7282850779510023,499,0.7234468937875751
